quantity,origin,kind,canonical_route,formula,value,reference,residual_pct,sector,phi_variant,paper_source,confirmations,py_sites,cpp_sites,lean_sites,corpus_citations,status
astro_Salpeter_IMF_alpha,odmap,observable,,bsfg,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_Salpeter_IMF_alpha,odmap,observable,,bsfg,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_Salpeter_IMF_alpha,odmap,observable,,bsfg,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_Salpeter_IMF_alpha,odmap,observable,,dpm,2.3483333333333336,2.35,0.070922,astro,,PAPER_1149,,dpm,,,2,OK
astro_Salpeter_IMF_alpha,odmap,observable,,dpm,2.3483333333333336,2.35,0.070922,astro,,PAPER_1149,,dpm,,,2,OK
astro_Salpeter_IMF_alpha,odmap,observable,,dpm,2.3483333333333336,2.35,0.070922,astro,,PAPER_1149,,dpm,,,2,OK
astro_Salpeter_IMF_alpha,odmap,observable,,d26,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_Salpeter_IMF_alpha,odmap,observable,,d26,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_Salpeter_IMF_alpha,odmap,observable,,d26,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,qcalcgeom,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,qcalcgeom,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,qcalcgeom,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,bsfg,4.228000000000002e-06,4.24e-06,0.283019,astro,,PAPER_1149,,bsfg,,,2,OK
astro_Solar_Schwarzschild_ratio,odmap,observable,,bsfg,4.228000000000002e-06,4.24e-06,0.283019,astro,,PAPER_1149,,bsfg,,,2,OK
astro_Solar_Schwarzschild_ratio,odmap,observable,,bsfg,4.228000000000002e-06,4.24e-06,0.283019,astro,,PAPER_1149,,bsfg,,,2,OK
astro_Solar_Schwarzschild_ratio,odmap,observable,,dpm,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,dpm,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,dpm,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,d26,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,d26,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Solar_Schwarzschild_ratio,odmap,observable,,d26,,4.24e-06,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,qcalcgeom,2.1583833333333335,2.16,0.074846,astro,,PAPER_1149,,qcalcgeom,,,2,OK
astro_TOV_max_mass,odmap,observable,,qcalcgeom,2.1583833333333335,2.16,0.074846,astro,,PAPER_1149,,qcalcgeom,,,2,OK
astro_TOV_max_mass,odmap,observable,,qcalcgeom,2.1583833333333335,2.16,0.074846,astro,,PAPER_1149,,qcalcgeom,,,2,OK
astro_TOV_max_mass,odmap,observable,,bsfg,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,bsfg,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,bsfg,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,dpm,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,dpm,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,dpm,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,d26,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,d26,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_TOV_max_mass,odmap,observable,,d26,,2.16,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,qcalcgeom,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,qcalcgeom,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,qcalcgeom,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,bsfg,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,bsfg,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,bsfg,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,dpm,-0.33333333333333337,-0.3333333333333333,0.000000,astro,,PAPER_1149,,dpm,,,2,EXACT
astro_WD_radius_mass_exponent,odmap,observable,,dpm,-0.33333333333333337,-0.3333333333333333,0.000000,astro,,PAPER_1149,,dpm,,,2,EXACT
astro_WD_radius_mass_exponent,odmap,observable,,dpm,-0.33333333333333337,-0.3333333333333333,0.000000,astro,,PAPER_1149,,dpm,,,2,EXACT
astro_WD_radius_mass_exponent,odmap,observable,,d26,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,d26,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_WD_radius_mass_exponent,odmap,observable,,d26,,-0.3333333333333333,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,qcalcgeom,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,qcalcgeom,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,qcalcgeom,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,bsfg,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,bsfg,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,bsfg,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,dpm,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,dpm,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,dpm,,1.0,,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,SYMBOLIC_PENDING_R1
bertrand_uniform,odmap,observable,,d26,1.0,1.0,0.000000,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,EXACT
bertrand_uniform,odmap,observable,,d26,1.0,1.0,0.000000,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,EXACT
bertrand_uniform,odmap,observable,,d26,1.0,1.0,0.000000,SI,,PAPER_1776,,d26,bertrand_uniform_p,,11,EXACT
BH_seed_mass,odmap,observable,,qcalcgeom,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,qcalcgeom,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,qcalcgeom,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,bsfg,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,bsfg,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,bsfg,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,dpm,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,dpm,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,dpm,,56160.0,,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,SYMBOLIC_PENDING_R1
BH_seed_mass,odmap,observable,,d26,56160,56160.0,0.000000,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,EXACT
BH_seed_mass,odmap,observable,,d26,56160,56160.0,0.000000,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,EXACT
BH_seed_mass,odmap,observable,,d26,56160,56160.0,0.000000,astro,,PAPER_1650,,d26,bh_seed_mass_56160_msun,,3,EXACT
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,qcalcgeom,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,qcalcgeom,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,qcalcgeom,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,bsfg,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,bsfg,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,bsfg,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,dpm,30.5,30.5,0.000000,bio,,PAPER_1167,,dpm,,,133,EXACT
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,dpm,30.5,30.5,0.000000,bio,,PAPER_1167,,dpm,,,133,EXACT
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,dpm,30.5,30.5,0.000000,bio,,PAPER_1167,,dpm,,,133,EXACT
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,d26,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,d26,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_ATP_hydrolysis_kJ_mol,odmap,observable,,d26,,30.5,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,qcalcgeom,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,qcalcgeom,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,qcalcgeom,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,bsfg,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,bsfg,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,bsfg,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,dpm,680.2633333333333,680.0,0.038725,bio,,PAPER_1167,,dpm,,,133,OK
bio_chlorophyll_a_peak_nm,odmap,observable,,dpm,680.2633333333333,680.0,0.038725,bio,,PAPER_1167,,dpm,,,133,OK
bio_chlorophyll_a_peak_nm,odmap,observable,,dpm,680.2633333333333,680.0,0.038725,bio,,PAPER_1167,,dpm,,,133,OK
bio_chlorophyll_a_peak_nm,odmap,observable,,d26,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,d26,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_chlorophyll_a_peak_nm,odmap,observable,,d26,,680.0,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,qcalcgeom,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,qcalcgeom,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,qcalcgeom,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,bsfg,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,bsfg,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,bsfg,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,dpm,3.1936666666666667,3.2,0.197917,bio,,PAPER_1167,,dpm,,,133,OK
bio_codon_redundancy_64_20,odmap,observable,,dpm,3.1936666666666667,3.2,0.197917,bio,,PAPER_1167,,dpm,,,133,OK
bio_codon_redundancy_64_20,odmap,observable,,dpm,3.1936666666666667,3.2,0.197917,bio,,PAPER_1167,,dpm,,,133,OK
bio_codon_redundancy_64_20,odmap,observable,,d26,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,d26,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_codon_redundancy_64_20,odmap,observable,,d26,,3.2,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,qcalcgeom,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,qcalcgeom,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,qcalcgeom,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,bsfg,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,bsfg,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,bsfg,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,dpm,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,dpm,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,dpm,,10.5,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_DNA_pitch_bp_per_turn,odmap,observable,,d26,10.486666666666666,10.5,0.126984,bio,,PAPER_1167,,d26,,,133,OK
bio_DNA_pitch_bp_per_turn,odmap,observable,,d26,10.486666666666666,10.5,0.126984,bio,,PAPER_1167,,d26,,,133,OK
bio_DNA_pitch_bp_per_turn,odmap,observable,,d26,10.486666666666666,10.5,0.126984,bio,,PAPER_1167,,d26,,,133,OK
bio_Hill_coefficient_O2,odmap,observable,,qcalcgeom,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Hill_coefficient_O2,odmap,observable,,qcalcgeom,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Hill_coefficient_O2,odmap,observable,,qcalcgeom,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Hill_coefficient_O2,odmap,observable,,bsfg,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Hill_coefficient_O2,odmap,observable,,bsfg,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Hill_coefficient_O2,odmap,observable,,bsfg,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Hill_coefficient_O2,odmap,observable,,dpm,2.7958333333333334,2.8,0.148810,bio,,PAPER_1167,,dpm,,,133,OK
bio_Hill_coefficient_O2,odmap,observable,,dpm,2.7958333333333334,2.8,0.148810,bio,,PAPER_1167,,dpm,,,133,OK
bio_Hill_coefficient_O2,odmap,observable,,dpm,2.7958333333333334,2.8,0.148810,bio,,PAPER_1167,,dpm,,,133,OK
bio_Hill_coefficient_O2,odmap,observable,,d26,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Hill_coefficient_O2,odmap,observable,,d26,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Hill_coefficient_O2,odmap,observable,,d26,,2.8,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,qcalcgeom,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,qcalcgeom,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,qcalcgeom,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,bsfg,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,bsfg,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,bsfg,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,dpm,0.75,0.75,0.000000,bio,,PAPER_1167,,dpm,,,133,EXACT
bio_Kleiber_exponent,odmap,observable,,dpm,0.75,0.75,0.000000,bio,,PAPER_1167,,dpm,,,133,EXACT
bio_Kleiber_exponent,odmap,observable,,dpm,0.75,0.75,0.000000,bio,,PAPER_1167,,dpm,,,133,EXACT
bio_Kleiber_exponent,odmap,observable,,d26,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,d26,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Kleiber_exponent,odmap,observable,,d26,,0.75,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,qcalcgeom,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,qcalcgeom,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,qcalcgeom,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,bsfg,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,bsfg,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,bsfg,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,dpm,0.12483333333333335,0.125,0.133333,bio,,PAPER_1167,,dpm,,,133,OK
bio_photosynthesis_quantum_yield,odmap,observable,,dpm,0.12483333333333335,0.125,0.133333,bio,,PAPER_1167,,dpm,,,133,OK
bio_photosynthesis_quantum_yield,odmap,observable,,dpm,0.12483333333333335,0.125,0.133333,bio,,PAPER_1167,,dpm,,,133,OK
bio_photosynthesis_quantum_yield,odmap,observable,,d26,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,d26,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_photosynthesis_quantum_yield,odmap,observable,,d26,,0.125,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,qcalcgeom,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,qcalcgeom,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,qcalcgeom,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,bsfg,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,bsfg,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,bsfg,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,dpm,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,dpm,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,dpm,,1.618033988749895,,bio,,PAPER_1167,,d26,,,133,SYMBOLIC_PENDING_R1
bio_phyllotaxis_golden_ratio,odmap,observable,,d26,1.6154166666666667,1.618033988749895,0.161759,bio,,PAPER_1167,,d26,,,133,OK
bio_phyllotaxis_golden_ratio,odmap,observable,,d26,1.6154166666666667,1.618033988749895,0.161759,bio,,PAPER_1167,,d26,,,133,OK
bio_phyllotaxis_golden_ratio,odmap,observable,,d26,1.6154166666666667,1.618033988749895,0.161759,bio,,PAPER_1167,,d26,,,133,OK
bio_Redfield_C_N_ratio,odmap,observable,,qcalcgeom,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Redfield_C_N_ratio,odmap,observable,,qcalcgeom,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Redfield_C_N_ratio,odmap,observable,,qcalcgeom,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Redfield_C_N_ratio,odmap,observable,,bsfg,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Redfield_C_N_ratio,odmap,observable,,bsfg,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Redfield_C_N_ratio,odmap,observable,,bsfg,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Redfield_C_N_ratio,odmap,observable,,dpm,6.639,6.625,0.211321,bio,,PAPER_1167,,dpm,,,133,OK
bio_Redfield_C_N_ratio,odmap,observable,,dpm,6.639,6.625,0.211321,bio,,PAPER_1167,,dpm,,,133,OK
bio_Redfield_C_N_ratio,odmap,observable,,dpm,6.639,6.625,0.211321,bio,,PAPER_1167,,dpm,,,133,OK
bio_Redfield_C_N_ratio,odmap,observable,,d26,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Redfield_C_N_ratio,odmap,observable,,d26,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_Redfield_C_N_ratio,odmap,observable,,d26,,6.625,,bio,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
bio_telomere_TTAGGG_length,odmap,observable,,qcalcgeom,,6,,bio,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
bio_telomere_TTAGGG_length,odmap,observable,,qcalcgeom,,6,,bio,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
bio_telomere_TTAGGG_length,odmap,observable,,qcalcgeom,,6,,bio,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
bio_telomere_TTAGGG_length,odmap,observable,,bsfg,6,6,0.000000,bio,,PAPER_1167,,bsfg,,,133,EXACT
bio_telomere_TTAGGG_length,odmap,observable,,bsfg,6,6,0.000000,bio,,PAPER_1167,,bsfg,,,133,EXACT
bio_telomere_TTAGGG_length,odmap,observable,,bsfg,6,6,0.000000,bio,,PAPER_1167,,bsfg,,,133,EXACT
bio_telomere_TTAGGG_length,odmap,observable,,dpm,,6,,bio,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
bio_telomere_TTAGGG_length,odmap,observable,,dpm,,6,,bio,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
bio_telomere_TTAGGG_length,odmap,observable,,dpm,,6,,bio,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
bio_telomere_TTAGGG_length,odmap,observable,,d26,,6,,bio,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
